multa_id,patente,fecha,hora,velocidad_registrada,velocidad_maxima,ubicacion,radar_id,estado_multa,exceso_velocidad_real,exceso_velocidad,imagen,patente_imagen,ratio
2983,589222,2020-12-08,00:00,62.0,40,AV SIEMPRE VIVA,R03,APELADA,22.0,20.0,data/raw/imgs/urban_flow_plates/246a0e4264a39433_patente.jpg,589222,100.0
2984,M20CPR,2022-03-06,10:03,84.0,60,RUTA 9,R01,PAGADA,24.0,21.0,,,66.67
2985,J1S1,2021-11-21,00:00,116.0,60,AV SIEMPRE VIVA,R01,IMPAGA,56.0,53.0,data/raw/imgs/urban_flow_plates/e82f13b4a2fe69f3_patente_1.jpg,J1S1,100.0
2988,409,2023-06-18,00:00,100.0,60,AV LIBERTADOR,R03,ERROR,40.0,37.0,,,50.0
2989,691XC80,2022-10-30,11:01,117.0,60,AV SIEMPRE VIVA,R01,PAGADA,57.0,54.0,data/raw/imgs/urban_flow_plates/5a122adbb1a776b7_patente.jpg,691XC80,100.0
2990,INTIGR8,2023-03-15,15:46,110.0,80,AV LIBERTADOR,R01,IMPAGA,30.0,26.0,,,66.67
2992,J1S1,2022-01-01,10:03,118.0,80,AV LIBERTADOR,R03,ERROR,38.0,34.0,data/raw/imgs/urban_flow_plates/e82f13b4a2fe69f3_patente_1.jpg,J1S1,100.0
2993,INTIGR8,2021-04-26,00:00,114.0,80,RUTA 9,R02,APELADA,34.0,30.0,,,66.67
2997,CBMUK,1932-01-01,15:46,54.0,40,AV LIBERTADOR,R01,IMPAGA,14.0,12.0,,,42.86
2998,990XYK,1932-01-01,20:07,87.0,60,AV LIBERTADOR,,PAGADA,27.0,24.0,,,40.0
3001,MX60NZA,2020-05-25,15:46,118.0,60,AV LIBERTADOR,R01,APELADA,58.0,55.0,,,42.86
3002,8B90638,2021-10-24,15:47,88.0,60,AV LIBERTADOR,R03,APELADA,28.0,25.0,,,54.55
3008,GCP332,2021-01-11,11:03,116.0,80,RUTA 9,,APELADA,36.0,32.0,data/raw/imgs/urban_flow_plates/d648b2ae1abc09f3_patente.jpg,G0GCP332,85.71
3009,BB8986,2022-03-04,00:00,104.0,60,RUTA 9,R03,PAGADA,44.0,41.0,data/raw/imgs/urban_flow_plates/7cbc7ee444622a66_patente.jpg,BB8986,100.0
3010,UM96201,1932-01-01,20:08,57.0,40,AV SIEMPRE VIVA,R03,PAGADA,17.0,15.0,data/raw/imgs/urban_flow_plates/09453a7c716a9ef3_patente.jpg,UM96201,100.0
3013,FD1475,2020-11-30,11:03,118.0,60,RUTA 9,R02,APELADA,58.0,55.0,data/raw/imgs/urban_flow_plates/d8daed582e6cce2d_patente.jpg,FD147,90.91
3014,RFH373,2020-01-28,00:00,120.0,80,AV LIBERTADOR,R03,PAGADA,40.0,36.0,,,36.36
3017,FD1475,1932-01-01,10:04,109.0,60,RUTA 9,,IMPAGA,49.0,46.0,data/raw/imgs/urban_flow_plates/d8daed582e6cce2d_patente.jpg,FD147,90.91
3018,GCP332,2023-02-13,10:04,79.0,60,AV LIBERTADOR,R01,PAGADA,19.0,16.0,data/raw/imgs/urban_flow_plates/d648b2ae1abc09f3_patente.jpg,G0GCP332,85.71
3022,HAMSTUR,1932-01-01,15:47,132.0,60,RUTA 9,,IMPAGA,72.0,69.0,,,63.64
3023,5777770,2023-05-14,15:47,75.0,40,AV LIBERTADOR,R03,PAGADA,35.0,33.0,data/raw/imgs/urban_flow_plates/7f56adf4b9306ac9_patente.jpg,5777770,100.0
3026,NAN,2023-03-18,00:00,132.0,80,RUTA 9,R02,ERROR,52.0,48.0,,,40.0
3036,990XYK,1932-01-01,20:08,93.0,80,AV LIBERTADOR,R02,APELADA,13.0,9.0,,,40.0
3037,GOOGLE,2023-02-22,20:09,86.0,40,AV LIBERTADOR,R02,IMPAGA,46.0,44.0,data/raw/imgs/urban_flow_plates/593e594137f374ab.jpg,SGOOGLE,92.31
3040,BM351,1932-01-01,20:09,111.0,80,RUTA 9,R02,APELADA,31.0,27.0,data/raw/imgs/urban_flow_plates/9995dfc6e0eae5a1_patente.jpg,BM351,100.0
3042,T0YDR,2023-04-28,00:00,73.0,60,RUTA 9,,IMPAGA,13.0,10.0,,,42.11
3046,GLEN1E,2023-04-23,20:09,76.0,40,AV SIEMPRE VIVA,R03,ERROR,36.0,34.0,,,46.15
3049,RFH373,1932-01-01,00:00,150.0,80,RUTA 9,,APELADA,70.0,66.0,,,36.36
3051,CBMUK,1932-01-01,20:09,99.0,80,RUTA 9,,IMPAGA,19.0,15.0,,,42.86
3053,MVU4688,2021-03-29,10:05,105.0,60,RUTA 9,R03,PAGADA,45.0,42.0,data/raw/imgs/urban_flow_plates/3feecc5809a29627_patente.jpg,MVU4688,100.0
3054,AWS167,1932-01-01,10:05,81.0,40,AV LIBERTADOR,R03,IMPAGA,41.0,39.0,,,76.92
3055,YLO8WUE,1932-01-01,00:00,108.0,80,AV LIBERTADOR,R02,IMPAGA,28.0,24.0,,,46.15
3057,8B90638,2020-03-07,00:00,139.0,60,RUTA 9,,PAGADA,79.0,76.0,,,54.55
3058,UW3932,1932-01-01,15:48,93.0,80,RUTA 9,,IMPAGA,13.0,9.0,,,46.15
3059,831MDB,2021-08-29,00:00,109.0,40,AV LIBERTADOR,R03,ERROR,69.0,67.0,,,62.5
3064,FD1475,2023-09-01,20:10,108.0,80,AV LIBERTADOR,R02,APELADA,28.0,24.0,data/raw/imgs/urban_flow_plates/d8daed582e6cce2d_patente.jpg,FD147,90.91
3066,VY90540,2023-12-11,20:10,102.0,40,AV LIBERTADOR,R02,PAGADA,62.0,60.0,data/raw/imgs/urban_flow_plates/288a95c01e43cd14_patente_1.jpg,VY90540,100.0
3067,T0YDR,2021-06-08,00:00,110.0,80,AV LIBERTADOR,R03,APELADA,30.0,26.0,,,42.11
3068,M20CPR,1932-01-01,11:05,115.0,40,AV LIBERTADOR,,PAGADA,75.0,73.0,,,66.67
3070,PIW4215,2020-11-10,10:05,74.0,60,RUTA 9,,ERROR,14.0,11.0,,,47.62
3072,UW3932,2023-01-05,00:00,49.0,40,AV SIEMPRE VIVA,R03,APELADA,9.0,7.0,,,46.15
3073,691XC80,1932-01-01,20:10,120.0,60,AV SIEMPRE VIVA,,ERROR,60.0,57.0,data/raw/imgs/urban_flow_plates/5a122adbb1a776b7_patente.jpg,691XC80,100.0
3075,810TCH,2023-06-17,20:11,109.0,80,AV LIBERTADOR,,ERROR,29.0,25.0,,,54.55
3076,9999868,2021-01-30,00:00,118.0,40,AV SIEMPRE VIVA,R02,ERROR,78.0,76.0,,,71.43
3077,B81JKY,2023-06-19,00:00,112.0,40,AV SIEMPRE VIVA,R01,IMPAGA,72.0,70.0,,,72.73
3083,VTIIAHV,2022-10-09,20:11,94.0,60,RUTA 9,R03,PAGADA,34.0,31.0,,,76.92
3084,CT5B876,2020-08-08,20:11,85.0,40,AV LIBERTADOR,,APELADA,45.0,43.0,data/raw/imgs/urban_flow_plates/39c193bcc0c00f9e_patente.jpg,C75B876,85.71
3086,GE1466,1932-01-01,10:06,76.0,40,RUTA 9,R03,APELADA,36.0,34.0,,,66.67
3087,B81JKY,2022-12-21,20:11,82.0,40,AV LIBERTADOR,R03,IMPAGA,42.0,40.0,,,72.73
3088,HAMSTUR,1932-01-01,10:06,94.0,40,AV LIBERTADOR,,ERROR,54.0,52.0,,,63.64
3089,TL03GOG,2020-06-14,15:49,106.0,60,AV LIBERTADOR,,IMPAGA,46.0,43.0,,,46.15
3091,589222,2023-07-05,00:00,121.0,60,AV LIBERTADOR,,IMPAGA,61.0,58.0,data/raw/imgs/urban_flow_plates/246a0e4264a39433_patente.jpg,589222,100.0
3093,INTIGR8,2022-08-22,15:49,107.0,80,AV LIBERTADOR,R02,IMPAGA,27.0,23.0,,,66.67
3094,T0YDR,2021-08-14,15:49,91.0,60,RUTA 9,,ERROR,31.0,28.0,,,42.11
3095,810TCH,2020-05-06,20:12,48.0,40,AV LIBERTADOR,R02,IMPAGA,8.0,6.0,,,54.55
3100,NTHGLFT,2020-09-30,20:12,90.0,60,AV LIBERTADOR,R01,PAGADA,30.0,27.0,,,37.84
3101,409,1932-01-01,00:00,93.0,40,AV SIEMPRE VIVA,,IMPAGA,53.0,51.0,,,50.0
3102,BHRP770,2021-04-11,20:12,55.0,40,RUTA 9,,PAGADA,15.0,13.0,data/raw/imgs/urban_flow_plates/321ffb38656f7311_patente.jpg,BHRP770,100.0
3104,UM96201,2024-01-28,20:12,90.0,60,AV SIEMPRE VIVA,,APELADA,30.0,27.0,data/raw/imgs/urban_flow_plates/09453a7c716a9ef3_patente.jpg,UM96201,100.0
3109,8B90638,2024-01-15,20:13,68.0,60,AV LIBERTADOR,R02,IMPAGA,8.0,5.0,,,54.55
3110,0695DVH,2020-08-14,00:00,114.0,40,RUTA 9,,IMPAGA,74.0,72.0,,,66.67
3111,DK414N,2023-10-07,11:05,85.0,40,AV LIBERTADOR,R02,IMPAGA,45.0,43.0,,,61.54
3112,MPX9357,2020-12-01,00:00,69.0,40,AV LIBERTADOR,,ERROR,29.0,27.0,data/raw/imgs/urban_flow_plates/182268e1f8c6525f_patente.jpg,MPX9357,100.0
3113,T0YDR,2023-07-02,15:50,122.0,60,RUTA 9,R03,ERROR,62.0,59.0,,,42.11
3114,VTIIAHV,2022-01-26,00:00,92.0,80,AV SIEMPRE VIVA,,PAGADA,12.0,8.0,,,76.92
3117,OUTSTDN,2023-02-23,11:06,53.0,40,AV LIBERTADOR,R02,IMPAGA,13.0,11.0,,,53.85
3122,J1S1,1932-01-01,11:06,91.0,60,AV SIEMPRE VIVA,R01,APELADA,31.0,28.0,data/raw/imgs/urban_flow_plates/e82f13b4a2fe69f3_patente_1.jpg,J1S1,100.0
3125,6EVY261,2022-12-05,00:00,138.0,60,AV LIBERTADOR,R01,ERROR,78.0,75.0,,,58.33
3127,MPX9357,2020-01-26,11:07,50.0,40,AV LIBERTADOR,R02,ERROR,10.0,8.0,data/raw/imgs/urban_flow_plates/182268e1f8c6525f_patente.jpg,MPX9357,100.0
3128,831MDB,2023-12-16,00:00,60.0,40,AV SIEMPRE VIVA,R01,PAGADA,20.0,18.0,,,62.5
3137,NHZ1002,2022-11-26,11:08,65.0,60,AV LIBERTADOR,R02,APELADA,5.0,2.0,,,33.33
3138,PIW4215,1932-01-01,15:51,82.0,60,RUTA 9,R03,IMPAGA,22.0,19.0,,,47.62
3139,W326AVE,2021-08-04,15:51,109.0,40,AV LIBERTADOR,,ERROR,69.0,67.0,data/raw/imgs/urban_flow_plates/6c144e47161867c2_patente.jpg,W326AVE,100.0
3140,BX55DOG,1932-01-01,10:07,49.0,40,AV SIEMPRE VIVA,,ERROR,9.0,7.0,,,71.43
3142,HAMSTUR,2022-03-10,15:51,133.0,80,AV SIEMPRE VIVA,R02,APELADA,53.0,49.0,,,63.64
3144,UW3932,1932-01-01,11:08,124.0,80,RUTA 9,,PAGADA,44.0,40.0,,,46.15
3148,GCP332,1932-01-01,10:08,135.0,80,RUTA 9,R02,ERROR,55.0,51.0,data/raw/imgs/urban_flow_plates/d648b2ae1abc09f3_patente.jpg,G0GCP332,85.71
3149,INTIGR8,2023-12-31,15:52,130.0,80,AV SIEMPRE VIVA,R01,ERROR,50.0,46.0,,,66.67
3150,810TCH,2023-09-23,00:00,130.0,60,RUTA 9,R02,APELADA,70.0,67.0,,,54.55
3155,HAMSTUR,2020-06-21,10:08,71.0,40,AV LIBERTADOR,R01,PAGADA,31.0,29.0,,,63.64
3156,TL03GOG,2020-02-05,10:08,115.0,40,AV SIEMPRE VIVA,R02,ERROR,75.0,73.0,,,46.15
3157,810TCH,2021-11-15,11:08,96.0,60,RUTA 9,R01,ERROR,36.0,33.0,,,54.55
3158,DI2LOT,2022-11-22,00:00,75.0,40,AV LIBERTADOR,R02,APELADA,35.0,33.0,,,42.86
3160,GLEN1E,2021-05-01,15:52,146.0,80,AV SIEMPRE VIVA,,PAGADA,66.0,62.0,,,46.15
3161,FVIOUHP,2024-01-24,20:13,130.0,80,AV SIEMPRE VIVA,R03,IMPAGA,50.0,46.0,data/raw/imgs/urban_flow_plates/28e26a4eb646c67a_patente.jpg,FVLDUHP,85.71
3162,HF3461,2023-02-28,00:00,124.0,60,AV LIBERTADOR,R03,IMPAGA,64.0,61.0,data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,100.0
3163,NAN,2021-07-17,20:14,135.0,60,RUTA 9,R02,PAGADA,75.0,72.0,,,40.0
3164,6EVY261,2020-07-08,10:08,109.0,80,AV LIBERTADOR,,PAGADA,29.0,25.0,,,58.33
3166,BP717,2023-11-21,20:14,107.0,80,AV SIEMPRE VIVA,R02,IMPAGA,27.0,23.0,data/raw/imgs/urban_flow_plates/e1120bfe48f85c1b_patente.jpg,BP717,100.0
3168,MPX9357,2020-12-19,20:14,43.0,40,RUTA 9,R01,APELADA,3.0,1.0,data/raw/imgs/urban_flow_plates/182268e1f8c6525f_patente.jpg,MPX9357,100.0
3169,J1S1,2021-11-23,11:09,85.0,60,AV LIBERTADOR,R03,APELADA,25.0,22.0,data/raw/imgs/urban_flow_plates/e82f13b4a2fe69f3_patente_1.jpg,J1S1,100.0
3171,3646HBH,2024-02-03,20:14,131.0,80,AV LIBERTADOR,R01,IMPAGA,51.0,47.0,data/raw/imgs/urban_flow_plates/d3729058c6a4186e_patente.jpg,3646HBH,100.0
3176,9999868,2022-06-01,11:09,155.0,80,AV SIEMPRE VIVA,R03,APELADA,75.0,71.0,,,71.43
3177,WU341A,2020-12-21,15:53,103.0,60,RUTA 9,R03,PAGADA,43.0,40.0,,,50.0
3179,GN64OTP,2023-10-27,20:15,65.0,60,RUTA 9,R01,PAGADA,5.0,2.0,,,57.14
3181,UM96201,2021-04-22,20:15,123.0,60,RUTA 9,,PAGADA,63.0,60.0,data/raw/imgs/urban_flow_plates/09453a7c716a9ef3_patente.jpg,UM96201,100.0
3188,BHRP770,2021-09-02,15:53,116.0,60,AV SIEMPRE VIVA,,APELADA,56.0,53.0,data/raw/imgs/urban_flow_plates/321ffb38656f7311_patente.jpg,BHRP770,100.0
3190,691XC80,2020-08-16,11:10,118.0,80,RUTA 9,R03,IMPAGA,38.0,34.0,data/raw/imgs/urban_flow_plates/5a122adbb1a776b7_patente.jpg,691XC80,100.0
3192,B81JKY,2021-05-15,00:00,73.0,60,RUTA 9,R02,PAGADA,13.0,10.0,,,72.73
3194,BP717,1932-01-01,20:15,82.0,40,RUTA 9,R02,ERROR,42.0,40.0,data/raw/imgs/urban_flow_plates/e1120bfe48f85c1b_patente.jpg,BP717,100.0
3195,OUTSTDN,2023-03-22,20:16,157.0,80,AV SIEMPRE VIVA,R01,APELADA,77.0,73.0,,,53.85
3196,BM351,1932-01-01,11:10,128.0,60,RUTA 9,,IMPAGA,68.0,65.0,data/raw/imgs/urban_flow_plates/9995dfc6e0eae5a1_patente.jpg,BM351,100.0
3198,YLO8WUE,2021-05-22,11:10,151.0,80,AV LIBERTADOR,R02,PAGADA,71.0,67.0,,,46.15
3200,2999961,2023-08-11,00:00,126.0,80,AV LIBERTADOR,,PAGADA,46.0,42.0,data/raw/imgs/urban_flow_plates/5ff91ccfc6f15d04_patente.jpg,2999961,100.0
3202,M431ZW,2020-03-01,15:54,120.0,40,AV LIBERTADOR,,APELADA,80.0,78.0,data/raw/imgs/urban_flow_plates/299f0363ae21d1c3_patente.jpg,M431ZM,83.33
3203,DI2LOT,2020-10-09,15:54,92.0,80,AV SIEMPRE VIVA,R02,APELADA,12.0,8.0,,,42.86
3205,0695DVH,2023-02-24,10:09,140.0,60,RUTA 9,,IMPAGA,80.0,77.0,,,66.67
3207,41RSTZ,2022-05-24,00:00,144.0,80,AV LIBERTADOR,R02,APELADA,64.0,60.0,,,75.0
3208,WEFLYN,2021-05-23,11:11,112.0,60,AV LIBERTADOR,R02,IMPAGA,52.0,49.0,,,50.0
3210,41RSTZ,2022-11-06,10:09,134.0,60,RUTA 9,R01,IMPAGA,74.0,71.0,,,75.0
3217,HK06YMX,1932-01-01,00:00,136.0,60,AV LIBERTADOR,,ERROR,76.0,73.0,data/raw/imgs/urban_flow_plates/9a4fe6361597f264_patente.jpg,HKO6YMX,85.71
3219,T0YDR,2020-05-22,20:17,137.0,80,AV LIBERTADOR,R03,IMPAGA,57.0,53.0,,,42.11
3221,BB8986,2021-07-23,20:18,81.0,60,AV LIBERTADOR,R02,APELADA,21.0,18.0,data/raw/imgs/urban_flow_plates/7cbc7ee444622a66_patente.jpg,BB8986,100.0
3222,VTIIAHV,2021-07-16,10:10,138.0,80,AV LIBERTADOR,R02,APELADA,58.0,54.0,,,76.92
3225,M431ZW,2020-06-02,10:10,155.0,80,AV SIEMPRE VIVA,R02,PAGADA,75.0,71.0,data/raw/imgs/urban_flow_plates/299f0363ae21d1c3_patente.jpg,M431ZM,83.33
3228,AI7OVF,2021-02-03,20:18,119.0,60,RUTA 9,R02,PAGADA,59.0,56.0,data/raw/imgs/urban_flow_plates/747b0f12f54703ee_patente.jpg,AL70VF,83.33
3231,HF3461,2021-06-29,20:18,101.0,40,AV LIBERTADOR,R03,IMPAGA,61.0,59.0,data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,100.0
3233,HK06YMX,2022-09-03,11:11,105.0,40,AV LIBERTADOR,,IMPAGA,65.0,63.0,data/raw/imgs/urban_flow_plates/9a4fe6361597f264_patente.jpg,HKO6YMX,85.71
3234,NTHGLFT,2022-01-26,00:00,101.0,60,AV LIBERTADOR,R03,IMPAGA,41.0,38.0,,,37.84
3235,INTIGR8,2020-03-08,10:11,101.0,60,AV SIEMPRE VIVA,R03,IMPAGA,41.0,38.0,,,66.67
3236,VY90540,2023-08-02,20:19,71.0,60,AV SIEMPRE VIVA,R01,ERROR,11.0,8.0,data/raw/imgs/urban_flow_plates/288a95c01e43cd14_patente_1.jpg,VY90540,100.0
3238,0695DVH,2021-11-26,11:11,116.0,40,AV LIBERTADOR,R02,IMPAGA,76.0,74.0,,,66.67
3242,VY90540,2023-01-19,11:12,94.0,40,AV LIBERTADOR,R02,PAGADA,54.0,52.0,data/raw/imgs/urban_flow_plates/288a95c01e43cd14_patente_1.jpg,VY90540,100.0
3243,2999961,2022-02-01,20:19,102.0,80,AV LIBERTADOR,R01,ERROR,22.0,18.0,data/raw/imgs/urban_flow_plates/5ff91ccfc6f15d04_patente.jpg,2999961,100.0
3247,INTIGR8,2023-12-25,10:11,63.0,40,RUTA 9,,PAGADA,23.0,21.0,,,66.67
3249,GN64OTP,1932-01-01,20:19,99.0,80,RUTA 9,R02,PAGADA,19.0,15.0,,,57.14
3250,INTIGR8,2020-01-14,11:12,86.0,60,AV LIBERTADOR,,IMPAGA,26.0,23.0,,,66.67
3251,CT5B876,2021-12-27,00:00,120.0,80,AV LIBERTADOR,R03,APELADA,40.0,36.0,data/raw/imgs/urban_flow_plates/39c193bcc0c00f9e_patente.jpg,C75B876,85.71
3253,409,2020-04-08,10:11,106.0,80,AV LIBERTADOR,R01,APELADA,26.0,22.0,,,50.0
3259,FVIOUHP,2023-11-15,10:12,159.0,80,AV SIEMPRE VIVA,R02,APELADA,79.0,75.0,data/raw/imgs/urban_flow_plates/28e26a4eb646c67a_patente.jpg,FVLDUHP,85.71
3263,GCP332,2022-04-16,11:13,140.0,80,RUTA 9,R03,APELADA,60.0,56.0,data/raw/imgs/urban_flow_plates/d648b2ae1abc09f3_patente.jpg,G0GCP332,85.71
3265,NHZ1002,2021-07-04,20:20,110.0,40,AV LIBERTADOR,R02,PAGADA,70.0,68.0,,,33.33
3266,HK06YMX,2022-07-22,10:12,65.0,40,AV LIBERTADOR,R01,IMPAGA,25.0,23.0,data/raw/imgs/urban_flow_plates/9a4fe6361597f264_patente.jpg,HKO6YMX,85.71
3269,6611172,1932-01-01,15:55,67.0,60,AV LIBERTADOR,R02,PAGADA,7.0,4.0,data/raw/imgs/urban_flow_plates/7a1f9520c7ecd5b1_patente.jpg,6611172,100.0
3270,BB8986,2021-08-15,00:00,94.0,40,RUTA 9,R02,APELADA,54.0,52.0,data/raw/imgs/urban_flow_plates/7cbc7ee444622a66_patente.jpg,BB8986,100.0
3272,MPX9357,2023-12-09,00:00,115.0,80,RUTA 9,R01,APELADA,35.0,31.0,data/raw/imgs/urban_flow_plates/182268e1f8c6525f_patente.jpg,MPX9357,100.0
3273,6611172,1932-01-01,15:55,98.0,80,AV SIEMPRE VIVA,R03,PAGADA,18.0,14.0,data/raw/imgs/urban_flow_plates/7a1f9520c7ecd5b1_patente.jpg,6611172,100.0
3275,WU341A,2023-06-17,10:13,124.0,80,RUTA 9,R03,PAGADA,44.0,40.0,,,50.0
3276,NHZ1002,2024-01-08,20:20,109.0,40,AV SIEMPRE VIVA,,APELADA,69.0,67.0,,,33.33
3281,M20CPR,2023-12-25,11:14,94.0,60,AV LIBERTADOR,R02,PAGADA,34.0,31.0,,,66.67
3284,589222,1932-01-01,20:20,93.0,80,AV SIEMPRE VIVA,R03,ERROR,13.0,9.0,data/raw/imgs/urban_flow_plates/246a0e4264a39433_patente.jpg,589222,100.0
3285,T0YDR,2021-04-16,11:15,87.0,80,AV LIBERTADOR,R01,APELADA,7.0,3.0,,,42.11
3287,831MDB,1932-01-01,15:55,116.0,80,RUTA 9,R01,IMPAGA,36.0,32.0,,,62.5
3288,UM96201,1932-01-01,11:15,110.0,80,RUTA 9,R02,PAGADA,30.0,26.0,data/raw/imgs/urban_flow_plates/09453a7c716a9ef3_patente.jpg,UM96201,100.0
3290,FVIOUHP,2021-01-13,00:00,52.0,40,AV LIBERTADOR,R01,PAGADA,12.0,10.0,data/raw/imgs/urban_flow_plates/28e26a4eb646c67a_patente.jpg,FVLDUHP,85.71
3291,HAMSTUR,2021-09-14,11:15,134.0,80,AV LIBERTADOR,,APELADA,54.0,50.0,,,63.64
3293,YLO8WUE,1932-01-01,11:15,71.0,60,AV LIBERTADOR,R01,ERROR,11.0,8.0,,,46.15
3295,WU341A,2021-03-04,15:55,118.0,80,AV LIBERTADOR,R01,ERROR,38.0,34.0,,,50.0
3298,HF58HXP,2022-12-05,20:21,75.0,40,AV SIEMPRE VIVA,R02,IMPAGA,35.0,33.0,data/raw/imgs/urban_flow_plates/9a795bbf4e94d630_patente.jpg,HF5BHXP,85.71
3299,OUTSTDN,2020-05-08,20:21,122.0,80,AV LIBERTADOR,,APELADA,42.0,38.0,,,53.85
3300,VTIIAHV,2021-01-03,00:00,118.0,60,RUTA 9,R01,ERROR,58.0,55.0,,,76.92
3303,CD05601,2020-01-02,11:16,115.0,80,AV LIBERTADOR,,PAGADA,35.0,31.0,,,57.14
3305,NTHGLFT,2020-08-03,10:13,154.0,80,AV LIBERTADOR,R03,APELADA,74.0,70.0,,,37.84
3306,GN64OTP,2020-12-03,10:13,138.0,60,RUTA 9,R02,ERROR,78.0,75.0,,,57.14
3307,TL03GOG,2020-02-01,11:16,139.0,60,AV LIBERTADOR,R03,APELADA,79.0,76.0,,,46.15
3309,DI2LOT,2023-01-05,11:16,99.0,80,RUTA 9,R01,IMPAGA,19.0,15.0,,,42.86
3311,BHRP770,2022-01-06,20:22,90.0,60,AV LIBERTADOR,R02,APELADA,30.0,27.0,data/raw/imgs/urban_flow_plates/321ffb38656f7311_patente.jpg,BHRP770,100.0
3312,J1S1,1932-01-01,10:14,150.0,80,RUTA 9,,APELADA,70.0,66.0,data/raw/imgs/urban_flow_plates/e82f13b4a2fe69f3_patente_1.jpg,J1S1,100.0
3313,TL03GOG,2022-02-04,20:22,111.0,80,AV SIEMPRE VIVA,,PAGADA,31.0,27.0,,,46.15
3315,6EVY261,2022-02-19,10:14,151.0,80,RUTA 9,R02,PAGADA,71.0,67.0,,,58.33
3316,0695DVH,1932-01-01,11:16,110.0,60,RUTA 9,,ERROR,50.0,47.0,,,66.67
3317,M20CPR,2022-12-02,10:14,133.0,80,AV LIBERTADOR,R02,ERROR,53.0,49.0,,,66.67
3320,VNK296GP,2020-09-12,20:22,153.0,80,AV LIBERTADOR,R03,PAGADA,73.0,69.0,,,75.0
3322,WU08YWC,2020-06-21,20:22,100.0,40,AV LIBERTADOR,R02,IMPAGA,60.0,58.0,,,42.86
3323,B81JKY,2020-08-18,00:00,145.0,80,AV SIEMPRE VIVA,,APELADA,65.0,61.0,,,72.73
3328,WEFLYN,2020-12-16,15:56,132.0,80,AV LIBERTADOR,R01,IMPAGA,52.0,48.0,,,50.0
3330,6NCE831,2020-07-05,20:23,78.0,60,AV LIBERTADOR,R03,IMPAGA,18.0,15.0,,,66.67
3333,MX60NZA,2023-05-18,11:17,56.0,40,RUTA 9,R02,PAGADA,16.0,14.0,,,42.86
3336,6NCE831,2023-09-20,20:23,153.0,80,AV LIBERTADOR,R03,IMPAGA,73.0,69.0,,,66.67
3338,PIW4215,2023-07-19,11:17,155.0,80,AV LIBERTADOR,R01,ERROR,75.0,71.0,,,47.62
3339,T0YDR,2023-12-30,20:23,62.0,40,AV SIEMPRE VIVA,R03,IMPAGA,22.0,20.0,,,42.11
3340,AWS167,1932-01-01,10:15,89.0,80,AV SIEMPRE VIVA,,APELADA,9.0,5.0,,,76.92
3345,NTHGLFT,2021-03-02,10:16,100.0,40,AV LIBERTADOR,R03,IMPAGA,60.0,58.0,,,37.84
3346,3646HBH,2021-02-16,10:16,106.0,80,RUTA 9,R01,IMPAGA,26.0,22.0,data/raw/imgs/urban_flow_plates/d3729058c6a4186e_patente.jpg,3646HBH,100.0
3347,691XC80,1932-01-01,15:57,51.0,40,RUTA 9,R01,IMPAGA,11.0,9.0,data/raw/imgs/urban_flow_plates/5a122adbb1a776b7_patente.jpg,691XC80,100.0
3348,OUTSTDN,1932-01-01,15:57,116.0,40,AV LIBERTADOR,R03,PAGADA,76.0,74.0,,,53.85
3350,5777770,1932-01-01,00:00,135.0,60,AV SIEMPRE VIVA,R02,PAGADA,75.0,72.0,data/raw/imgs/urban_flow_plates/7f56adf4b9306ac9_patente.jpg,5777770,100.0
3354,DI2LOT,2020-03-09,11:18,132.0,80,RUTA 9,R03,IMPAGA,52.0,48.0,,,42.86
3355,0695DVH,2020-02-10,15:57,59.0,40,RUTA 9,R02,IMPAGA,19.0,17.0,,,66.67
3358,B81JKY,1932-01-01,10:17,122.0,60,RUTA 9,R03,PAGADA,62.0,59.0,,,72.73
3360,RFH373,2023-11-25,10:17,64.0,60,RUTA 9,R02,IMPAGA,4.0,1.0,,,36.36
3362,6NCE831,2023-04-15,00:00,109.0,80,AV LIBERTADOR,R03,IMPAGA,29.0,25.0,,,66.67
3365,T0YDR,1932-01-01,00:00,111.0,40,AV LIBERTADOR,R02,IMPAGA,71.0,69.0,,,42.11
3369,B81JKY,2021-01-04,10:17,83.0,60,AV SIEMPRE VIVA,R03,ERROR,23.0,20.0,,,72.73
3372,AWS167,2023-08-03,15:57,110.0,40,RUTA 9,R02,PAGADA,70.0,68.0,,,76.92
3373,2999961,2021-03-12,20:24,49.0,40,AV SIEMPRE VIVA,R03,APELADA,9.0,7.0,data/raw/imgs/urban_flow_plates/5ff91ccfc6f15d04_patente.jpg,2999961,100.0
3374,41RSTZ,2020-04-11,15:58,99.0,60,AV SIEMPRE VIVA,R03,PAGADA,39.0,36.0,,,75.0
3375,AWS167,2022-03-28,11:18,108.0,80,AV LIBERTADOR,R02,IMPAGA,28.0,24.0,,,76.92
3376,GLEN1E,2022-02-10,10:18,83.0,60,AV LIBERTADOR,R03,APELADA,23.0,20.0,,,46.15
3380,AWS167,2021-10-30,10:18,115.0,40,AV LIBERTADOR,,IMPAGA,75.0,73.0,,,76.92
3381,B81JKY,2023-08-29,11:19,115.0,80,AV LIBERTADOR,R02,IMPAGA,35.0,31.0,,,72.73
